"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"PGGHG",-1.48968016597511,7.35928557377049,-3.32198346750633,0.00103020475285608,0.0818787253468366,-0.891582994190181,"Not Significant"
"CCDC80",2.06292163208852,9.36997450819672,3.32183214832505,0.00103073927043806,0.0818787253468366,-0.892030383220298,"Not Significant"
"DUS1L",-0.612927496542185,7.33684516393443,-3.3152793345612,0.00105413558507112,0.0829170227755421,-0.911386632854475,"Not Significant"
"AGPAT2",-0.852788174273868,7.64411692622951,-3.31495156312142,0.0010553187511787,0.0829170227755421,-0.91235392041444,"Not Significant"
"SUGP1",-0.34699982019364,6.41383323770492,-3.31265143469826,0.00106365643061067,0.0829170227755421,-0.919139395587525,"Not Significant"
"ARRDC3",1.05202640387274,9.65271831967213,3.31253554179672,0.0010640781461051,0.0829170227755421,-0.919481171338906,"Not Significant"
"GGA2",-0.745149972337487,8.07872504098361,-3.31083390275738,0.00107028807982697,0.0830056594231683,-0.924498166138206,"Not Significant"
"USP30",-0.600105878284926,6.76195913934426,-3.30157333701507,0.0011046788191742,0.085268699042295,-0.95176033176832,"Not Significant"
"NEIL2",-0.370711673582297,6.00108959016393,-3.29581749136239,0.00112656934741923,0.0858203887506323,-0.968669993615745,"Not Significant"
"BICRAL",-0.514710580912866,6.74670782786885,-3.29425070487382,0.00113259760834065,0.0858203887506323,-0.973268293386668,"Not Significant"
"ZBTB40",-0.558478049792533,6.62681848360656,-3.29082997738297,0.0011458633714529,0.0858203887506323,-0.983300744459928,"Not Significant"
"SLC30A1",0.605335103734443,6.82636245901639,3.28966263901288,0.00115042334170703,0.0858203887506323,-0.986722194092363,"Not Significant"
"ZBTB22",-0.391996500691565,6.43815979508197,-3.28930418075365,0.00115182696902273,0.0858203887506323,-0.987772607885662,"Not Significant"
"C6orf89",-0.430738962655603,7.53191700819672,-3.28887721162656,0.00115350094484067,0.0858203887506323,-0.989023647762752,"Not Significant"
"SPDYE2",-0.372016639004148,5.20644733606557,-3.28834243978284,0.00115560076333448,0.0858203887506323,-0.990590346435163,"Not Significant"
"POLRMT",-0.411674066390047,6.4998075,-3.28725547799153,0.00115987975277836,0.0858203887506323,-0.993774058900695,"Not Significant"
"PDPR",-0.891306652835409,7.49357536885246,-3.28719701703642,0.00116011031014548,0.0858203887506323,-0.993945263989378,"Not Significant"
"GPS1",-0.393440691562937,7.50782336065574,-3.28606313474628,0.00116459053400576,0.0858203887506323,-0.997265332938968,"Not Significant"
"RNF114",-0.477301507607189,8.15052028688525,-3.28459323176463,0.00117042239740447,0.0858203887506323,-1.00156773826628,"Not Significant"
"PARS2",-0.447592807745504,6.31041704918033,-3.28308862666137,0.00117642005421035,0.0858203887506323,-1.00596990344287,"Not Significant"
"FADS1",-0.817158769017984,6.74895159836066,-3.28219290806812,0.00118000412300735,0.0858203887506323,-1.00858972070146,"Not Significant"
"SERPINE1",2.1719760857538,9.08214479508197,3.26750340982408,0.0012402490255286,0.0881218978183604,-1.05146107447978,"Not Significant"
"XPC",-0.467056818810513,6.16048901639344,-3.26624337093597,0.00124554762503007,0.0881218978183604,-1.05513035138062,"Not Significant"
"DESI2",0.676568450899029,7.13690331967213,3.26616170982046,0.00124589174344547,0.0881218978183604,-1.05536810691983,"Not Significant"
"ANKRD40",-0.474238796680497,7.57208200819672,-3.26384602824601,0.00125568682572941,0.0881218978183604,-1.06210793829095,"Not Significant"
"SLC25A15",-1.55599708160443,5.97844069672131,-3.2622523907882,0.00126246924402832,0.0881218978183604,-1.06674371919947,"Not Significant"
"FAP",2.76958983402489,7.4052375,3.26038262864012,0.00127047021071177,0.0881218978183604,-1.07218009900066,"Not Significant"
"SNORD41",1.23492641770401,8.7840662295082,3.25938320849941,0.00127476615618814,0.0881218978183604,-1.07508477367902,"Not Significant"
"DLG5-AS1",0.364203734439835,3.88730581967213,3.25774478712478,0.00128183800858729,0.0881218978183604,-1.07984486112402,"Not Significant"
"NPFF",-0.590011991701248,5.56688225409836,-3.25772016563891,0.00128194455866478,0.0881218978183604,-1.07991637702687,"Not Significant"
"SYT15",-0.644595795297371,6.2390562295082,-3.25748262192127,0.00128297295744609,0.0881218978183604,-1.08060632445182,"Not Significant"
"RNF167",-0.458361410788384,7.09716418032787,-3.25634539308823,0.00128790698888852,0.0881218978183604,-1.0839087788098,"Not Significant"
"MBD1",-0.379571065006916,6.79288245901639,-3.25599505991896,0.00128943050671473,0.0881218978183604,-1.08492591676542,"Not Significant"
"ANXA2P2",1.06627026279392,10.5879570491803,3.25573193671122,0.00129057586900296,0.0881218978183604,-1.08568978858293,"Not Significant"
"LETMD1",-0.707714370677735,8.24235036885246,-3.25548508401484,0.00129165126546852,0.0881218978183604,-1.08640637442103,"Not Significant"
"PKN1",-0.463189917012448,7.26685504098361,-3.25530741551596,0.00129242578076305,0.0881218978183604,-1.08692209561797,"Not Significant"
"MACO1",-0.638952351313971,7.10498028688525,-3.24302071310491,0.00134704583964432,0.0914649714520318,-1.12252467935308,"Not Significant"
"ATP6V1E1",0.525544453665275,7.86712950819672,3.23936540481138,0.00136370426380219,0.092133661891586,-1.13309280208966,"Not Significant"
"SCAMP1",0.598310746887964,8.53398446721311,3.23754652105316,0.00137206455435127,0.092133661891586,-1.13834745733332,"Not Significant"
"SRFBP1",0.698199986168745,7.23039889344262,3.23717354948389,0.00137378474098918,0.092133661891586,-1.13942461917719,"Not Significant"
"ESYT1",-0.755980594744122,7.68556758196721,-3.23527184830532,0.00138258675746684,0.092345508976275,-1.14491507415831,"Not Significant"
"EPS15L1",-0.37021500691563,7.18154348360656,-3.23079663951192,0.00140350711390072,0.0933617496417534,-1.15782396366506,"Not Significant"
"ATP13A1",-0.398194785615493,7.0091243852459,-3.2282317051031,0.00141562947519664,0.0936698768484814,-1.16521525359194,"Not Significant"
"GPNMB",1.93160846473029,9.57741918032787,3.22739865446814,0.00141958747607085,0.0936698768484814,-1.16761467680248,"Not Significant"
"TAF3",-0.375370594744128,6.87713795081967,-3.22607470074916,0.00142589898763892,0.0937084780470817,-1.17142687810122,"Not Significant"
"CS",-0.452111756569845,8.65768032786885,-3.22435091035273,0.0014341555947365,0.0938280322159268,-1.17638823266005,"Not Significant"
"NSUN5",-0.463506528354081,7.0550256557377,-3.22260997008647,0.00144253933274971,0.0938280322159268,-1.1813964910103,"Not Significant"
"INTS9",-0.504137773167359,6.37512397540984,-3.22161123380222,0.00144736937788921,0.0938280322159268,-1.18426849604425,"Not Significant"
"MAD2L2",-0.414086085753809,6.85843180327869,-3.22093394231868,0.00145065339468525,0.0938280322159268,-1.1862156794899,"Not Significant"
"WDR91",-0.822178298755187,7.05085045081967,-3.21852878452055,0.00146237132029346,0.093957820948844,-1.19312738301471,"Not Significant"
"LYZ",2.06324756569849,10.7244664344262,3.21816659190237,0.00146414350659712,0.093957820948844,-1.19416780782602,"Not Significant"
"RIOX1",-0.41653315352698,6.40124815573771,-3.21550088206267,0.00147724804959649,0.0941313605614462,-1.20182196559674,"Not Significant"
"XRCC1",-0.410694356846476,6.97854516393443,-3.21527722698648,0.00147835246054092,0.0941313605614462,-1.20246389189602,"Not Significant"
"TSC2",-0.355989322268333,7.48300426229508,-3.20722760547647,0.0015186148594982,0.0956664041190932,-1.22554046267295,"Not Significant"
"VCAN",2.78267652835408,9.93000995901639,3.20540577515013,0.00152786717306114,0.0956664041190932,-1.23075593384164,"Not Significant"
"FXR2",-0.322245297372061,7.05798340163934,-3.20491385705154,0.00153037436092397,0.0956664041190932,-1.23216371528595,"Not Significant"
"PPP4R2",0.639031286307051,7.15745434426229,3.20357056587882,0.00153724022554626,0.0956664041190932,-1.23600696831967,"Not Significant"
"GAK",-0.353882254495164,7.60657209016393,-3.20351863991035,0.00153750620302372,0.0956664041190932,-1.23615550271108,"Not Significant"
"LRRC28",-0.749729681881049,7.02806163934426,-3.20351252288991,0.00153753753870212,0.0956664041190932,-1.23617300032192,"Not Significant"
"PAAF1",-0.491733983402492,6.27323192622951,-3.20206537094817,0.00154496752150203,0.0957645777343155,-1.24031169062241,"Not Significant"
"TAFAZZIN",-0.322408174273856,6.54066586065574,-3.19572731626157,0.00157790200420394,0.0974369373463897,-1.25841767324171,"Not Significant"
"KHNYN",-0.401819515905955,5.99810422131148,-3.1936248308252,0.00158897002439096,0.0976255726525136,-1.26441662060182,"Not Significant"
"WDR6",-0.647435394190872,8.02605487704918,-3.19288372035983,0.00159288852959063,0.0976255726525136,-1.26653034450246,"Not Significant"
"CPSF1",-0.559961452282161,6.92593331967213,-3.18847040559649,0.00161640918501512,0.0986722442149697,-1.27910828671871,"Not Significant"
"ARID1A",-0.499093886583684,7.47584918032787,-3.18661516577475,0.00162639232537425,0.0986722442149697,-1.28439096828532,"Not Significant"
"NAALADL2",0.980889045643151,6.22981893442623,3.18572990314264,0.00163117606243068,0.0986722442149697,-1.28691070824696,"Not Significant"
"PRPF8",-0.514596984785625,9.28429336065574,-3.18519263258859,0.00163408568701154,0.0986722442149697,-1.28843963945525,"Not Significant"
"SRRM2",-0.506972946058097,9.37263032786885,-3.17769013658089,0.00167522122406296,0.100784265112376,-1.30976512819657,"Not Significant"
"FOXK1",-0.415812268326418,7.10454684426229,-3.17463048564893,0.00169227052926616,0.100942891963564,-1.31844883062228,"Not Significant"
"ZZEF1",-0.52926831258645,7.30353241803279,-3.17424441957939,0.00169443317967271,0.100942891963564,-1.31954399430536,"Not Significant"
"CIRBP",-0.88579558782849,9.43938200819672,-3.17390018053156,0.00169636368186141,0.100942891963564,-1.32052040337843,"Not Significant"
"EMD",-0.515666957123095,7.19789987704918,-3.17135473449845,0.00171070191059674,0.101340523461544,-1.32773736805213,"Not Significant"
"SDR39U1",-0.457128630705392,6.12072180327869,-3.17051938359329,0.00171543174033535,0.101340523461544,-1.33010463790271,"Not Significant"
"RHOBTB2",-0.407064647302908,6.28748024590164,-3.16600774049734,0.00174118688635505,0.102492022332065,-1.34288014621305,"Not Significant"
"SECISBP2",-0.536428962655608,8.02064647540984,-3.16225532119309,0.0017628799315306,0.103335973645141,-1.35349308956192,"Not Significant"
"NSUN4",-0.492063195020748,6.93247676229508,-3.1578660267152,0.00178857193167325,0.103335973645141,-1.36589267407027,"Not Significant"
"RASGRP2",-0.814135753803598,5.82408077868852,-3.15785440417956,0.00178864041955831,0.103335973645141,-1.36592548633395,"Not Significant"
"GORASP1",-0.359093291839558,6.23576512295082,-3.1568089829069,0.00179481068231989,0.103335973645141,-1.36887642406398,"Not Significant"
"SEPTIN11",0.990612323651444,9.61497266393443,3.15649047334004,0.00179669449107381,0.103335973645141,-1.36977531136961,"Not Significant"
"MIR194-2",-0.540168769017981,6.47226598360656,-3.15567001614259,0.00180155546802603,0.103335973645141,-1.37209039618824,"Not Significant"
"SLC38A1",-0.877618575380364,8.73170848360656,-3.1554776015876,0.00180269722896124,0.103335973645141,-1.37263325269278,"Not Significant"
"TADA2B",-0.540083526970959,6.8287768442623,-3.15491439751622,0.00180604304953009,0.103335973645141,-1.37422203819306,"Not Significant"
"STMN1",0.473134204702627,5.65914364754098,3.15317468311253,0.00181641445016843,0.103567268510649,-1.37912809074002,"Not Significant"
"RNF10",-0.417743997233751,8.55334553278689,-3.15036262952673,0.00183329516747736,0.104166812918748,-1.38705293185744,"Not Significant"
"CSTF2T",-0.44564578146612,6.50925680327869,-3.14505027557441,0.00186558157815252,0.10563452230065,-1.40200635516731,"Not Significant"
"CLCN6",-0.604403540802214,7.27906098360656,-3.13643725674901,0.00191904680872478,0.108287179234387,-1.42620144928764,"Not Significant"
"LTO1",-0.270094896265557,5.73961594262295,-3.13414116734454,0.00193353686811412,0.10872988766261,-1.43264119069608,"Not Significant"
"AP4S1",-0.481431493775938,5.29007774590164,-3.13238595730219,0.00194468166163077,0.108982091475774,-1.43756103394034,"Not Significant"
"AUP1",-0.479028174273868,8.46610151639344,-3.1254189492322,0.00198950678820835,0.111113614615159,-1.45706457615238,"Not Significant"
"BUD23",-0.462565684647311,7.77639159836066,-3.12295834701848,0.00200556475491843,0.111629461392807,-1.46394329781194,"Not Significant"
"PCNX3",-0.334217123098202,7.1204387704918,-3.12006175904915,0.00202462130497324,0.111991337429124,-1.4720344641709,"Not Significant"
"UBXN6",-0.417775781466113,7.38543413934426,-3.11922163525767,0.00203017964334769,0.111991337429124,-1.47437992940321,"Not Significant"
"TUBA3D",-0.264923070539423,5.76193418032787,-3.11804514612254,0.0020379870862365,0.111991337429124,-1.47766348783208,"Not Significant"
"SHMT2",-0.858937966804986,7.54212274590164,-3.11774938862179,0.0020399541536363,0.111991337429124,-1.47848876241454,"Not Significant"
"PIP4P1",-0.401749017980641,6.82402385245902,-3.11276633798511,0.00207336079059794,0.111991337429124,-1.49238253807801,"Not Significant"
"SCARNA16",0.442806915629312,7.15345590163934,3.11270042854232,0.00207380601504366,0.111991337429124,-1.49256617047956,"Not Significant"
"TRAPPC12",-0.360371811894882,6.3635356557377,-3.11070222497598,0.00208734602797162,0.111991337429124,-1.49813173388104,"Not Significant"
"CDC42EP4",-0.57146322268326,6.62556963114754,-3.11036374128271,0.00208964768897671,0.111991337429124,-1.49907418180379,"Not Significant"
"SF3B2",-0.364023485477188,7.74964221311475,-3.10976735397147,0.00209370877277811,0.111991337429124,-1.50073448749212,"Not Significant"
"ANXA1",1.69134275242047,10.6490042213115,3.10912520513924,0.00209808961039471,0.111991337429124,-1.50252186348197,"Not Significant"
"TCIRG1",-0.893598132780085,8.0354187295082,-3.10899602023804,0.00209897195090948,0.111991337429124,-1.50288139957787,"Not Significant"
"PROSER1",-0.588011037344404,6.95590860655738,-3.10784964996943,0.00210681674157175,0.111991337429124,-1.50607127564524,"Not Significant"
"OSBP",-0.458936058091286,7.92006659836066,-3.10690968343774,0.00211326925524494,0.111991337429124,-1.50868600882475,"Not Significant"
"TMEM265",-0.402874273858925,7.12116909836066,-3.10682584121816,0.00211384568512694,0.111991337429124,-1.50891919995296,"Not Significant"
"NPRL3",-0.355542780082992,7.09370864754098,-3.10669831020055,0.00211472276128082,0.111991337429124,-1.50927389204788,"Not Significant"
"STAC2",-0.42468845089903,5.29126979508197,-3.10327933837702,0.00213836177855311,0.112567172315544,-1.51877782577352,"Not Significant"
"CYB561A3",-0.550770248962655,6.66396151639344,-3.10258073127592,0.00214322189311776,0.112567172315544,-1.52071860530544,"Not Significant"
"NUMA1",-0.4178179253112,7.85287918032787,-3.10214863046375,0.00214623305808176,0.112567172315544,-1.52191881069688,"Not Significant"
"TP53INP1",-1.07026179806363,7.94497049180328,-3.09959091508507,0.00216413697858228,0.113127785444913,-1.5290199878938,"Not Significant"
"CYB5R1",-0.485558118948824,6.94508852459016,-3.0986513728077,0.00217074826629814,0.113127785444913,-1.53162715775648,"Not Significant"
"GPD1L",-0.802769142461966,6.17075430327869,-3.09568906361084,0.00219171533172516,0.113857872026509,-1.53984262039269,"Not Significant"
"STK40",-0.534226652835409,6.73545504098361,-3.09349082152516,0.00220739491553819,0.114309526575528,-1.54593440344906,"Not Significant"
"SLC25A28",-0.423552005532504,7.14481893442623,-3.09214864789928,0.00221701913799205,0.114445745028712,-1.54965188784603,"Not Significant"
"POLA2",-0.515545117565695,6.0392068852459,-3.08861111044323,0.00224257116696712,0.115400737661163,-1.55944287238522,"Not Significant"
"DENND11",-0.712858437067773,6.79099954918033,-3.08473002801787,0.00227091680035746,0.116442765884163,-1.57017284297457,"Not Significant"
"AP2A2",-0.349654273858924,7.31492475409836,-3.08389582734213,0.00227705237612638,0.116442765884163,-1.57247752487757,"Not Significant"
"SLC6A16",-1.0815871922545,5.6662543442623,-3.08278754070374,0.0022852274985927,0.116496768806763,-1.57553854888833,"Not Significant"
"MAGEB6",0.412417579529734,4.33088020491803,3.0816677153693,0.00229351520185129,0.116556157649362,-1.57863041411699,"Not Significant"
"SLC25A45",-0.944173941908717,5.86220475409836,-3.0800755230067,0.00230534653880923,0.11679470823862,-1.58302471705069,"Not Significant"
"NR2C2AP",-0.418600553250352,5.30501950819672,-3.07794370826053,0.00232127580064919,0.117108420943448,-1.58890505596644,"Not Significant"
"RMND5B",-0.460503886583683,6.64808471311475,-3.07733381083811,0.00232585167481182,0.117108420943448,-1.59058669098785,"Not Significant"
"TAF15",-0.573644730290454,8.68660827868852,-3.07416744596764,0.00234974181161682,0.117948389586802,-1.59931219752645,"Not Significant"
